totalArvores,totalEspecies,alturaMedia,dapMedio,copaMedia,distribuicaoPorte,distribuicaoRpa,topEspecies
13785,74,9.55,9.75,4.75,"{""GP"":5924,""MP"":4984,""PP"":1113}","{""1"":6284,""2"":1032,""3"":3062,""4"":206,""5"":39,""6"":3133}","[{""nome"":""Sapoti-do-mangue"",""quantidade"":2798},{""nome"":""Acácia Amarela"",""quantidade"":2736},{""nome"":""Ficus"",""quantidade"":1899},{""nome"":""Felício"",""quantidade"":855},{""nome"":""Oitizeiro"",""quantidade"":753},{""nome"":""Pau-Ferro"",""quantidade"":715},{""nome"":""Pitanga"",""quantidade"":630},{""nome"":""Ficus benjamina"",""quantidade"":501},{""nome"":""Sibipiruna"",""quantidade"":392},{""nome"":""Palmeira-imperial"",""quantidade"":346}]"
