lat,lng
-898305.7024472615,-3884010.3216232136
-907620.8683426419,-3884751.3358504535
-898592.0462724011,-3883271.7955878554
-897896.2498770996,-3885176.0224703276
-899747.2276063128,-3881929.66623249
-898785.6066926761,-3884674.771171218
-900973.2191307335,-3884692.408461499
-897157.7389047917,-3884634.346436429
-899594.7370991388,-3882542.3055377565
-899992.6758272938,-3883084.2426783433
-899769.1374339015,-3881960.6288398337
-905592.7332794067,-3888526.2306057387
-899927.646690436,-3884808.776991422
-899416.6200344242,-3883471.4911151235
-898762.91142951,-3885115.148387452
-905791.1809313988,-3883795.1014577574
-893953.2587997629,-3883907.5071388213
-899551.1222975628,-3885115.1278790603
-907748.4974956096,-3884792.7095883195
-905587.0956623403,-3883677.1027549985
-897703.9901725736,-3885210.4761501495
-898506.0563174329,-3885400.97817064
-899509.3320774045,-3882018.9217054136
-905026.756054677,-3883455.39148479
-899811.9079925504,-3883037.7300361013
-899934.5964866065,-3883059.4503016546
-907175.5139964665,-3887483.76108882
-899464.5889479297,-3883210.1806449573
-898092.7013911536,-3883772.566269242
-897708.085188417,-3881694.6148121
-900464.33706661,-3882107.1877788473
-906466.9738935126,-3884182.110909104
-896901.8021722441,-3884575.2294644406
-898839.7851494988,-3882265.2172088902
-899464.2493675094,-3883721.122098848
-899861.1206631607,-3884490.9698963477
-898526.6834986616,-3884902.262120047
-906769.6337514526,-3890920.328105532
-897985.0384222695,-3882932.4645641097
-905549.2397962019,-3883680.813446954
-906902.3281956938,-3884436.67271344
-898478.171503269,-3884625.3696473697
-898378.1847688034,-3883453.250066539
-898615.668079306,-3884404.1469881902
-900384.3188272942,-3884681.8453202476
-898089.2295420684,-3884107.089447309
-898036.9105088024,-3884020.1444665883
-898262.6343368758,-3884031.0231972486
-900382.0782663152,-3882086.4667100464
-906377.9829386871,-3889842.9813347757
-906288.1237824962,-3889931.798592505
-899938.9983205643,-3882769.742465005
-904698.9886866604,-3883296.5756508615
-899935.5122277277,-3884889.574864247
-898866.1387389628,-3883100.082781746
-899967.0911245849,-3884791.2773611774
-905457.0982051088,-3887020.7455879366
-897505.1516723603,-3884968.605194152
-898959.6571652354,-3883108.1513635484
-898751.2515065345,-3883049.0654290905
-905546.9909300528,-3883659.4771526
-904817.6144026051,-3883315.871033147
-898331.8443549115,-3884617.6280356823
-897540.8277572747,-3884999.581262907
-900336.1436464506,-3884763.575534948
-900397.1877828242,-3883825.3728897464
-904536.8862539729,-3883184.885091968
-898069.7397835942,-3882618.1520356913
-900171.5642648453,-3884086.9527121168
-898546.9089025575,-3884632.413347272
-905539.166356389,-3888201.7010335573
-900112.8099480188,-3884143.1577502564
-904579.4263732977,-3883252.0478315256
-898638.9274835348,-3885025.968129682
-899083.9413884145,-3882478.881799718
-900757.0089213846,-3884594.770721594
-898806.95138059,-3882771.966760276
-898365.7364785764,-3883460.05158395
-898117.7189717098,-3888612.8939507357
-899715.1556215882,-3885063.0303938184
-898584.5393136619,-3883276.5041514183
-904521.8940824227,-3883183.2153387773
-899747.2989922403,-3881915.902208078
-901265.3349466344,-3884733.319757675
-898564.2091246814,-3884208.620586308
-899995.896867886,-3881981.431291413
-899418.6051167349,-3882036.566131167
-898123.2258792043,-3885404.538200555
-898047.4962963918,-3883456.838405993
-895548.7526872337,-3882731.7646845495
-894243.5886056693,-3888607.788803766
-905543.6176105308,-3883667.8260946856
-898293.4021094164,-3883266.4183837725
-899523.4689782283,-3881932.2282751803
-898538.792463996,-3884671.6488044527
-899439.7006427777,-3883754.3317792113
-900067.6815811817,-3881992.021309151
-906740.3887161012,-3884336.292857228
-900079.8765762297,-3884954.8275026004
-900186.5875570527,-3883901.2671478633
-899559.3294280536,-3884729.1836803663
-899657.0745243708,-3882805.6041837237
-898311.5613665594,-3883821.3925276105
-899791.3900297642,-3883316.693426948
-898314.625699579,-3882413.2794679515
-899393.6445082875,-3883603.665296806
-900536.9097845946,-3883612.2562885243
-897910.9998853344,-3883425.680610755
-898772.5541818083,-3882758.231170539
-898880.6465844599,-3882220.9737255103
-905041.3734818075,-3883450.9386958736
-898259.5041342549,-3883123.8894566074
-906409.62691758,-3884144.273588192
-900173.0213664427,-3883905.280487756
-899898.1193226675,-3881984.49800753
-899521.5532432748,-3884694.0060584517
-899317.549443191,-3883574.033231237
-898997.7617514695,-3882994.783255809
-905116.5223943321,-3883481.1804388626
-905814.6364760929,-3889633.3150488203
-898745.2924792373,-3882699.9623532156
-899113.4622056194,-3883586.5719469683
-898133.7137180006,-3883819.077736055
-898633.9857850291,-3882369.294958513
-908318.9914092086,-3885034.272865902
-899283.6043092498,-3885186.464636156
-900268.5255777928,-3884552.2869040794
-907278.6759764473,-3887085.8894367763
-906176.5504700445,-3887980.176723599
-900034.1426649455,-3884074.128627064
-898883.0391733089,-3882234.87692531
-899526.4594939628,-3883238.737421361
-899595.0819520804,-3884763.6926527442
-898646.1122060922,-3883999.54625721
-898019.1418474717,-3884145.2223892948
-900498.6934252151,-3882041.3713948485
-900029.619720037,-3884783.729513956
-905599.4644801294,-3883686.1938641267
-898962.2070338952,-3882767.300941086
-898788.715763177,-3883272.831519693
-899133.8047152831,-3885051.475598271
-905529.3747553392,-3883668.011695243
-898053.0358178174,-3883190.912799721
-898917.0955308313,-3882911.8163390774
-898705.7540739427,-3882235.3240225334
-905803.1774361116,-3888525.5204780097
-898029.9862758858,-3883233.3649268085
-896765.5230892573,-3883893.5800171057
-900266.103789621,-3884297.1501620314
-908299.5000472983,-3885023.6975442204
-900887.8057807479,-3884410.5850510397
-899088.2276083712,-3882471.267109345
-905114.1620802676,-3887919.751939464
-899649.7216702285,-3884953.0465033147
-899887.5199875737,-3883190.9113972653
-898621.9554838734,-3884960.256590415
-906476.9716130863,-3889638.958731941
-905808.7420656134,-3889809.8288673093
-906846.2922528386,-3884412.7390380534
-906483.6535892327,-3884189.5434454847
-898997.4339403643,-3882903.0954510495
-898761.7568572406,-3883918.4346981747
-898359.7241668183,-3885177.150728618
-894009.6693312812,-3883809.1536334045
-898621.3475429137,-3882142.1179720685
-898994.0646529961,-3884344.701005906
-898156.5727960397,-3883839.0317388796
-899467.81288144,-3884920.3186696507
-906502.1961002649,-3888561.679234161
-898928.3367906262,-3882898.7408068883
-898854.31848004,-3883736.5003999653
-896780.236433989,-3883898.546477452
-899333.7447397624,-3882491.6360807964
-898326.823618162,-3884604.4783386206
-900332.3809600049,-3883799.929018112
-907110.167654756,-3884553.00159606
-898304.6433611206,-3883253.3430044367
-899929.205264786,-3881983.7011239408
-898871.8381964387,-3882807.60447783
-899693.2501739195,-3882746.4393980764
-907700.2589167453,-3886917.4156605876
-899490.5078100789,-3883303.660928282
-906505.261696401,-3888556.3066305392
-900654.8193054515,-3884253.341691636
-905772.6633150658,-3884111.161538951
-905303.5527050287,-3887054.266712831
-899059.6321899628,-3882516.3941049124
-899029.2649173621,-3883929.1564363767
-899184.9047181391,-3883026.1334393863
-909199.2969964688,-3888175.9666828476
-896380.1507342772,-3882670.976768816
-898947.6812989137,-3882891.760837985
-899170.5268093051,-3883933.8439610307
-897512.0617308605,-3884970.2107636216
-899879.708408834,-3882899.8385331496
-898446.0951786661,-3883233.925976257
-906167.3074829883,-3883973.0270459587
-898079.6476371213,-3884312.8676282032
-899707.8652709101,-3882015.114292505
-898546.6919496465,-3882168.7943587517
-895717.0356179933,-3889542.2502861675
-909845.9041224122,-3885633.728367104
-900028.7430529821,-3883437.204376201
-899520.5414846429,-3885331.421864987
-900892.097085163,-3884402.711363679
-898679.6689774409,-3883917.4544098494
-895440.2830098447,-3882769.788445269
-904080.9409796869,-3883054.270186359
-898427.7619512439,-3884197.1315886048
-898880.2617656805,-3882964.1555486456
-899236.4747048479,-3883297.1860210896
-899018.0440206262,-3882622.475624568
-900610.3941599296,-3884106.1610747264
-907738.6798293474,-3888968.9124050355
-900054.6580689856,-3883375.880166241
-899238.5723611865,-3883727.155174282
-900277.2835044828,-3884274.330266018
-905255.1693169967,-3888019.9309656224
-898166.6954417594,-3884531.0305891307
-905013.6378709592,-3883451.680755216
-906398.6169876257,-3887819.549725835
-899862.8873260147,-3885151.9746666574
-900029.4458145736,-3883435.0849365364
-907792.5400534526,-3884809.036416867
-905797.224531996,-3889550.142122263
-905289.3089602082,-3883560.2172509814
-900039.2688231259,-3881969.2230895474
-899671.4962651397,-3884373.6814371445
-899494.7950903268,-3884698.6821237146
-899702.5273090028,-3882035.2248317325
-897966.8465233279,-3883282.6130609415
-899276.4987303681,-3883658.6652259217
-900274.3054328613,-3882944.567493733
-905567.1247061462,-3888425.7769835438
-898877.7190985675,-3882414.834628869
-899606.8627536119,-3883654.1218080604
-898084.1375614252,-3884335.782458292
-898850.4203732568,-3884791.6724368865
-900798.2364554642,-3881954.2818337176
-906549.4343083431,-3884229.618485121
-900378.14967515,-3883854.655372654
-900456.3321442573,-3881802.3413560586
-905762.8826273552,-3883763.5608636714
-900007.9142297237,-3882813.4786161417
-899671.3908912652,-3883329.270840829
-899035.6291049594,-3884962.164375706
-898966.2214089113,-3882778.426639221
-899424.504131567,-3884591.1964397524
-897242.8810421114,-3884868.787613188
-899943.7209981646,-3882688.297270418
-898141.9966776917,-3884570.306727673
-899490.1309404086,-3884710.8111039493
-898375.8803113895,-3883313.7893676977
-898486.986292663,-3883571.7423279807
-897965.6853529761,-3883203.905834202
-900381.2866861642,-3883819.3291560947
-898539.2923312725,-3882405.214960849
-906681.1236648691,-3889863.00252486
-903890.5435677757,-3883058.7229751837
-899786.6605714427,-3885062.919386029
-905552.6004166331,-3888073.1073219376
-899061.7170046858,-3883726.344030238
-909878.7032035949,-3885642.633909752
-899946.1969413034,-3882689.0305750943
-907120.6453608726,-3887483.3690722557
-906545.3644287867,-3889699.6842000345
-898328.1107982284,-3883377.7283339477
-897452.4368589686,-3884961.543312785
-899800.346556486,-3883042.954550298
-899092.9435518527,-3882463.8560264874
-905898.1902660398,-3883849.833518882
-909501.4211962946,-3885476.2112283786
-898557.0880940675,-3884485.378580295
-906966.8702031906,-3889349.167219358
-898240.918264353,-3884200.388470665
-898878.064865201,-3885183.582112892
-907010.2771446966,-3884501.4236449003
-899722.2376146179,-3881964.8624841687
-897894.2106357764,-3882330.5863361787
-898689.7818226478,-3884438.585356076
-898146.8103681223,-3884379.14490877
-899692.4988104767,-3882016.839333569
-905747.3745786655,-3888045.83956345
-898270.8762107933,-3883082.54189861
-899521.032370969,-3881940.734362867
-900997.9255539792,-3884625.8759484594
-900059.2727087111,-3883690.847449669
-905825.1015421203,-3883793.9882627097
-899410.9543672986,-3883815.7956039826
-904490.5981005044,-3883207.149024684
-899253.9860074901,-3884999.52298657
-898029.6357967812,-3884026.6798212696
-893773.4025083762,-3884607.934074803
-905006.2054914605,-3888149.901488491
-898316.1782873048,-3884367.633707565
-899640.2000974669,-3881993.6094014496
-899886.9269242565,-3882660.7737388103
-898765.4545871238,-3884093.075417319
-896366.5559210952,-3882674.120730805
-899237.81239569,-3883419.0905918186
-900992.8008204029,-3884634.9404656803
-904670.5036274649,-3883282.6606611204
-899792.7702695358,-3882816.706428656
-898719.82188664,-3883421.921527241
-899543.8141080637,-3885124.255696111
-906020.2090685968,-3889868.0917137573
-899813.5663427017,-3882997.968495937
-898032.5698821145,-3883402.5502492506
-898466.4644756396,-3885390.6978993523
-896367.0727524591,-3882724.9559421507
-899826.9847715127,-3883035.9599998463
-905157.0015665719,-3883501.0324753486
-898416.2783999214,-3885161.6597887217
-905234.3357396434,-3887876.749244325
-905077.6232733167,-3888063.5332375304
-899238.5286793562,-3883416.8563363925
-898853.8135074589,-3885370.273184762
-899074.4365256795,-3882495.2867340036
-898707.2357689813,-3883233.9792135777
-898328.9759228199,-3883704.6830508024
-904980.8422631938,-3883435.35394399
-899267.5226602105,-3883840.381407935
-899505.9479569483,-3883058.904233617
-899724.5023161282,-3884727.6213906216
-898519.9710665715,-3884708.7842616513
-898790.0264268514,-3885317.471734831
-900570.5321795074,-3884235.583628364
-895415.1060329452,-3882772.902328133
-898509.1258240889,-3883367.5313751376
-900393.810525348,-3883483.3731501754
-899251.559285677,-3882554.771616782
-897806.9421744816,-3885223.21908474
-898565.0682943711,-3887320.013851545
-898628.4020074714,-3884172.2419065502
-898738.7729438472,-3882822.5270252493
-905326.4151112883,-3883587.11954648
-905122.5192984215,-3883465.0391820683
-896823.1163814802,-3884582.839242412
-899412.7749261701,-3881957.164515434
-897879.7939044185,-3883278.2984157526
-898906.0922311743,-3882206.6004763176
-898022.3777668091,-3883228.023981409
-898155.68649179,-3883319.0323101366
-898648.7212954843,-3884887.6784768607
-900037.3847667042,-3881946.7339831833
-899823.8449350072,-3883559.4288735436
-898005.5379254044,-3884003.7624185407
-900559.1636648609,-3883781.06174999
-899556.001019032,-3881912.4588939263
-899421.5771795237,-3883171.4973486713
-900107.5959989928,-3884171.4075901737
-899138.1073879673,-3882840.7691409625
-899668.7649055012,-3884376.662828282
-899883.2370468801,-3885155.759415774
-898069.0600586493,-3884953.669198629
-898357.5830592456,-3884075.2490692683
-905912.2458128618,-3883860.9654951557
-898692.0637657407,-3882183.528774141
-895703.5738916679,-3882407.5633163922
-896777.8169761151,-3883857.4329352384
-900105.7552147184,-3884321.1814601193
-898870.4161776263,-3885297.648176336
-900755.4950757792,-3884586.2962305755
-900224.9471932744,-3883059.315531937
-899895.1339616285,-3884829.8119841754
-905520.191864849,-3883664.857585322
-899705.9364788311,-3884780.0562169515
-897865.5745967317,-3885215.2602710663
-899923.5985045154,-3882674.4480742915
-907078.8379901215,-3884530.640702015
-905341.9895771268,-3887666.4300659276
-898267.7827342077,-3882432.251373576
-905509.6971510572,-3883673.206563196
-898214.2803324974,-3883012.611087997
-900286.681436612,-3882971.5616638805
-903860.5052467313,-3883051.2965102326
-905071.1706977875,-3883454.0927172694
-905781.2484824194,-3883798.069926706
-899603.032127833,-3882666.2203062945
-898843.9485067294,-3883270.774588676
-907072.4176682811,-3884525.49184243
-899167.7943847309,-3883647.059403797
-894072.824635297,-3883700.717163002
-898769.9307775851,-3884096.5112528643
-899896.5204579522,-3884068.601031628
-899512.8632748476,-3885066.3523527854
-899969.4071581176,-3882788.057523
-898777.8797863141,-3882272.832692895
-899072.7822958066,-3882511.497330443
-906104.5258147157,-3883955.772529735
-905827.6924871411,-3889338.631448008
-895757.9638939062,-3882354.189341974
-898875.3642272684,-3882264.369442364
-899606.6612625973,-3884085.671797838
-897117.6819894272,-3884894.866848048
-904092.3723740117,-3883059.2795937457
-905300.6100756073,-3887050.9129344514
-899345.4601642456,-3882420.7721632468
-895753.6526689025,-3882359.781339619
-899365.6403313046,-3884597.144092547
-896879.6610250238,-3884560.0417363527
-898537.7239127121,-3883504.2710988973
-901215.9810665888,-3884810.568966624
-899148.974773186,-3883540.94819571
-899165.1857204874,-3885078.883794983
-898837.8412888197,-3882466.1506969766
-899169.3459198661,-3883249.232463365
-899007.92017274,-3883929.0584589033
-898348.4872756777,-3885189.2157059456
-893855.0209857448,-3884374.113072858
-905972.5909372035,-3883877.2922975887
-898674.1715033423,-3884389.0000253944
-905491.8936999857,-3883644.634537281
-907239.6156020971,-3887070.074114509
-905824.5974642943,-3889394.995515952
-899294.6000178169,-3884573.5923868255
-900069.5057806198,-3884278.7742364286
-907228.9870381264,-3884609.0323995915
-907091.9887168226,-3884537.0458691064
-898814.8972730008,-3883190.7264901106
-898574.237576794,-3883420.1747139255
-898802.8927248282,-3883321.8455646066
-899166.9073073883,-3883837.9001335083
-904714.3556275147,-3883295.6479415363
-898023.7469230666,-3884021.5889898883
-899905.4686264895,-3883473.304011654
-898499.0106591661,-3884349.2743820557
-897724.5591337461,-3883234.880395046
-905568.1683740257,-3887894.2350490144
-899153.0389131856,-3883760.0849536615
-899693.492219404,-3882727.5455467235
-899932.9124721005,-3883490.1971169976
-898459.532149712,-3882288.730094921
-899062.9362847432,-3882510.857584832
-904938.3526982518,-3886088.305185718
-898617.7987298411,-3884544.2230606084
-900883.5225088339,-3882082.4115601247
-898547.4933509859,-3884581.2600445515
-907048.8839431887,-3884529.8100943663
-899987.5359318049,-3884791.422887336
-898100.786009801,-3884471.1633002628
-899199.222345378,-3882217.7045606077
-898648.2574146508,-3882360.2721488588
-899899.8432099491,-3883382.825888722
-904368.9749060659,-3883180.4322860637
-899064.0641416769,-3883658.7009539
-899945.7473925968,-3884786.846455369
-900072.956658632,-3883946.4749928056
-897172.8276974958,-3884581.0113884606
-898663.3619763993,-3883270.129640726
-899141.9248960493,-3882919.568007783
-899925.4813794118,-3882676.0965616214
-898825.244552094,-3883868.6446323935
-899476.5685217862,-3883694.924654952
-899281.8608379663,-3882281.3672749987
-899433.8843323861,-3881921.7188622197
-905894.6295235433,-3883842.968760568
-899146.4872737072,-3883638.8836284
-907897.2970510569,-3888890.4857895793
-897224.4934611821,-3884675.537268587
-899204.9649402915,-3882307.714569134
-900814.8767842455,-3884198.8887821343
-895308.0369021853,-3882791.801996251
-898788.4737931556,-3885226.7160776216
-906319.4832154445,-3884076.183189234
-898783.7626332886,-3885352.7838506196
-898760.2152745929,-3883365.3682822017
-905802.9374903127,-3888038.1378764296
-898145.6574080974,-3884657.1606810363
-898534.1011840109,-3884173.538443856
-898751.8631254254,-3883395.236330897
-900121.3841938191,-3884351.9562536376
-899056.4753214,-3882537.6499963915
-907053.0070421265,-3884527.3981342255
-900932.5665718798,-3882077.0525459587
-905136.1997710628,-3883489.1583484327
-900051.8395823828,-3883391.7173951096
-899668.4850414533,-3884366.711884843
-899885.4851884615,-3884808.2199529763
-900795.0304850034,-3884516.409816714
-895722.2892920446,-3882447.6826644544
-898319.6678630838,-3883081.7550395615
-900645.0354136833,-3881883.323354875
-898054.8293925981,-3883279.669972181
-905282.9371860166,-3883561.7015883746
-896462.0061050595,-3886067.802318001
-899501.4728951857,-3881913.023931853
-898838.2043053537,-3882682.990722087
-898549.649393946,-3884622.1854544776
-900069.9634481423,-3884829.6090108114
-904823.2364158609,-3883301.770510048
-899673.7251117158,-3884148.9304590044
-896968.4994722457,-3886913.0546129337
-897967.1304403025,-3883984.463830101
-898945.8833412573,-3882180.880162436
-898685.7042953223,-3884121.374115746
-898983.0481533392,-3882276.976945722
-899412.9890524204,-3881924.0934292367
-900795.0554171229,-3884402.7675046795
-904961.4365232309,-3886082.9413153827
-900025.3475969523,-3885023.4008453526
-899707.0811001628,-3883066.3205508143
-898668.9608732073,-3884017.979783388
-898807.5170807111,-3883089.0330366995
-898502.4710844698,-3884123.5487625143
-899282.6623338646,-3883362.932240501
-900336.4711971682,-3881858.6368356547
-899892.7030405203,-3883469.910288597
-905867.3165224701,-3888583.5386948586
-904669.754012829,-3883283.402807595
-899816.7340810752,-3881956.7702723597
-899929.6685904161,-3883970.5175571484
-898390.9566529106,-3885018.7661581067
-899757.5486266867,-3882986.7029818906
-899794.4369110318,-3883610.5762598016
-898291.2392032943,-3882415.1924725347
-899790.2054286309,-3883024.711146441
-898532.7635896273,-3884666.945638395
-896971.9705466527,-3884722.6115133357
-898376.4856632828,-3887561.656987731
-899421.2231557375,-3883174.850990236
-897867.0912897397,-3885014.604576499
-905155.9021214115,-3887967.8981187046
-905951.8655382917,-3886115.430033157
-899432.783916089,-3881904.275128271
-905822.5640287825,-3889454.30375036
-906934.5628740812,-3884457.266829353
-898951.4864023916,-3885132.423913864
-899865.6435950622,-3884832.7052200376
-901678.8664341052,-3884664.32019271
-900396.141938064,-3884755.560612138
-900328.7354852858,-3883907.9138238793
-908315.785792583,-3885032.483428055
-904487.0375016954,-3883183.2153154206
-905812.5453013625,-3883782.670771085
-897131.2645148896,-3882966.03838933
-900339.3470356328,-3883535.1137556788
-899998.553316167,-3881982.1734619164
-898101.609179679,-3883274.5190714127
-899922.9296037835,-3884465.1107937885
-896637.1102673031,-3887859.969697096
-898533.4306644879,-3882186.6460667164
-899464.7258168827,-3883837.24751502
-908025.681177273,-3888817.3446041397
-898953.2352858761,-3883115.9326927797
-898564.0183806873,-3884742.894954713
-900153.4006457856,-3888003.30868072
-899852.0339604846,-3883171.5631312653
-899746.5233973532,-3882563.2402159045
-899681.484936338,-3883344.4636896406
-898458.3803578801,-3884510.1680790773
-899554.7321846408,-3882620.88547416
-899557.1246825249,-3882982.3955522655
-898954.7624784107,-3884648.768626277
-901293.3432111355,-3884787.7495565894
-907759.4461127318,-3889169.4420195054
-898859.5559663731,-3885323.78961146
-894504.5124286108,-3885379.368127939
-898761.6889633518,-3883421.7844093386
-905475.6240067222,-3887584.3824499696
-898552.4636489389,-3882414.3626357703
-899415.3030747529,-3884627.6657316587
-898379.9197855573,-3884770.3198113083
-899453.4741236203,-3883280.994097328
-899331.7799603264,-3883354.9792701723
-899013.1433127673,-3883133.2755021397
-906418.0448042443,-3888646.0828570817
-899211.3219268719,-3882959.06117016
-900400.3016370445,-3884755.025641367
-899960.998049535,-3884661.762573962
-899621.3278032016,-3882666.303736771
-907036.7022253815,-3884524.05852074
-899611.2923576211,-3881988.596871148
-898759.33136798,-3885360.7489257194
-899809.5001841604,-3881966.927887745
-898922.8613718827,-3883860.004723969
-897553.1256051493,-3884819.5984899923
-899042.1692811729,-3882548.8703893092
-899506.2792087112,-3883644.572518488
-900644.8984853448,-3884235.4457242806
-898641.0310491228,-3885010.8316904358
-897946.2518784712,-3883481.1713040383
-899336.00748236,-3883363.7956139413
-895271.9198918891,-3888494.4738224167
-899016.8336895045,-3882111.2243484636
-897536.2111198062,-3885008.768630662
-897933.4903465387,-3883349.691835042
-899904.2817527647,-3884829.854195426
-898624.9372152342,-3882867.0526351877
-899228.3994998755,-3884819.668293874
-898760.9253317561,-3883365.109096867
-899556.5187505853,-3884688.10662723
-899768.6715457893,-3884809.110863459
-907718.5111846918,-3884784.7316695424
-899328.7049254108,-3883360.0843002126
-905373.5435080697,-3886960.868005563
-899899.1670353885,-3881979.1982708476
-904840.8522431987,-3883330.5280375886
-899794.0408530595,-3883402.536581486
-904002.0458807142,-3883080.8013378694
-899453.5597028456,-3882738.567096433
-900688.321111677,-3881954.5908509665
-898379.5305420286,-3884267.8273017295
-898637.7974807464,-3883303.3345066407
-905341.1774170346,-3886923.308424123
-898324.6490701634,-3883358.0843841797
-897998.5210227054,-3884240.815574193
-898423.029504591,-3885019.843002818
-899434.7581517671,-3884951.042615568
-898704.9883067997,-3883926.686705095
-898762.2424962333,-3885112.0462921937
-898552.1788447679,-3882162.3518391284
-903755.2418272771,-3883020.13227902
-895719.6341351671,-3882386.957954353
-899590.1341641386,-3882462.3849666277
-899511.8847027358,-3884700.796581619
-900468.2037450242,-3884231.9457647433
-900790.2736663346,-3884574.818519166
-898524.8224758343,-3883347.1254927986
-899184.9609548431,-3885414.2132779732
-899606.194510031,-3883360.275173353
-897575.5416380644,-3889656.4047089973
-900855.1162685477,-3884459.507035477
-904416.0125308227,-3883155.9419879606
-907788.4201918485,-3886902.4652646207
-899752.1562125288,-3882659.5425380664
-905780.1239657047,-3883770.796631113
-905524.2980382357,-3888213.6871365993
-898807.810604316,-3883184.6355480296
-905420.8589982651,-3887790.750227625
-898779.5094753262,-3882819.9968333584
-900414.816752576,-3881794.537839894
-899859.7680496941,-3885002.3194994037
-900198.9638037771,-3883857.1466260105
-900076.2280142809,-3883937.4585562926
-905220.531558247,-3883511.6078291372
-905737.2828362365,-3889753.9459237214
-907444.4142638416,-3888868.2970728055
-906001.7874392522,-3889867.6032760143
-895721.334636703,-3882450.6169349235
-899892.0324495784,-3882655.74814377
-898930.8230563684,-3885204.020665605
-899894.1175405026,-3884829.8072940633
-899435.5464547068,-3884645.934724285
-899522.3839799413,-3881991.855252283
-900241.0158175754,-3883058.1045322344
-899235.0628511258,-3882577.1617958397
-900040.6883520299,-3884634.089686344
-900483.9599417346,-3881818.2304676105
-907830.3007495925,-3889103.0873447102
-898870.4634378115,-3885287.550930322
-898290.247725866,-3884280.227474774
-899073.1085395098,-3884989.6005853927
-893747.4648756882,-3884652.4841882642
-898737.3873078972,-3882643.223399813
-899334.5646959243,-3882442.6675447333
-898543.459816593,-3883996.745838665
-905371.0810539116,-3886969.674040891
-899801.9016975712,-3882583.642138487
-907733.3169639399,-3884797.347921772
-907270.4154395871,-3884629.528357004
-905396.2031421177,-3887083.204330798
-898095.7719067569,-3883379.60725767
-899695.6628555272,-3882745.2014249116
-899275.3919050774,-3884551.2892211545
-905556.1164427113,-3887798.922018715
-899157.1848591982,-3882806.9483533017
-900029.0983896491,-3884791.6204154594
-898688.4518743738,-3882680.547989647
-907840.9398265398,-3888856.282749529
-898943.576965192,-3883076.4782395847
-898016.9204211839,-3884582.857947501
-899388.5155135961,-3883613.7394443015
-899748.9698003915,-3881908.0837908317
-899710.7200912329,-3883060.069921367
-897741.1145464737,-3885313.638966148
-899133.3208356423,-3883628.7256603404
-895773.450223273,-3882170.542576984
-900869.5943567157,-3882080.7078297213
-898675.3640495818,-3883927.8124547657
-894497.4442610628,-3885359.9242969467
-894531.3138834708,-3885351.9282326773
-899231.2533085188,-3883426.761917964
-899618.1117659556,-3882867.9920532536
-897987.9390457524,-3883201.837589192
-899403.7348795787,-3883105.036718461
-899688.8564717722,-3884626.0713035017
-899119.7767054036,-3882884.6427832455
-899426.9188315687,-3883661.374589198
-898332.4025910278,-3883367.076687266
-905134.5131932077,-3883488.7873119866
-899004.3860127977,-3882997.6004674016
-905997.7075980892,-3889765.380572146
-900263.5929150772,-3881977.282726465
-899240.2192875566,-3883414.7601351845
-898117.6289844163,-3883270.320093868
-897676.6700016009,-3881674.2775833635
-900030.7346646156,-3884599.020739185
-897369.06344178,-3885066.1146119726
-899597.8096195497,-3882537.2706752224
-899192.4745193503,-3883147.3398077027
-899809.759385158,-3884828.4082859843
-906123.8288675536,-3883945.9393314365
-905448.0408278035,-3883639.4396478236
-898044.8319116738,-3884918.2170104864
-899691.454102911,-3882749.5370673854
-899157.8088992304,-3884482.0843161363
-900531.1873560672,-3881806.9898443595
-899984.1965855735,-3884912.014596508
-905369.8479219207,-3887803.0990360747
-898740.3452603094,-3884075.851308483
-898535.1766940162,-3885259.7492644424
-898249.0210564256,-3884941.371958422
-907058.2545713551,-3884532.0364778107
-899447.8235465211,-3884628.8253349257
-898078.724025271,-3885060.7451529265
-905594.4524277794,-3886951.948593979
-898730.0619544513,-3882920.100031415
-898752.0967334205,-3883317.283107785
-905356.9620773713,-3883580.2548405053
-900526.3697645685,-3884473.9335477264
-898145.5538262519,-3884679.3743438646
-899792.378536486,-3883103.6349394834
-899287.1162124475,-3883779.8855461227
-899552.369647156,-3882631.6565628387
-905549.2397623836,-3883658.549538371
-897759.9552987603,-3884761.407286946
-899966.2237729502,-3884453.117909144
-898604.4079838058,-3887332.2194057954
-897958.7793297753,-3884408.9169157096
-899502.9942871567,-3881955.523696211
-899173.0124120184,-3882594.901162318
-904362.9781047911,-3883173.7531301808
-899144.9487522029,-3884406.2933613374
-896971.5247469306,-3884559.146643185
-905950.7597392339,-3889719.589268123
-900099.0353447279,-3883617.9520619456
-899733.6646012415,-3883270.9891073597
-898707.0459473538,-3882395.8814025284
-898776.0165970242,-3883246.085306509
-898798.7053924595,-3884118.919116203
-898849.0298619695,-3884525.3560931897
-900394.125989771,-3883833.497405388
-899024.968097477,-3882223.650297399
-905593.2801028216,-3883686.0083653955
-898624.9857923187,-3884964.3095331956
-899158.9128461016,-3885333.312655131
-899483.2169108613,-3883357.6923402506
-899805.5482338435,-3885061.36070468
-898924.9176533615,-3883854.965384168
-898553.6141115954,-3884794.3438832513
-900048.0646315773,-3881926.2136941426
-899257.1625047704,-3884537.0686506582
-897409.7021530615,-3889656.5846595108
-898564.5752039399,-3884494.713771286
-899152.0380733358,-3883537.932948482
-903937.7679869665,-3883015.4938882664
-899183.256753283,-3884474.123394926
-899634.6627007056,-3885103.2663259446
