lat,lng
-899988.358206519,-3885062.696939991
-899226.6476670606,-3885411.376760342
-896387.1097209707,-3882724.3793059
-898770.6132400973,-3884182.9141573394
-900145.7680701108,-3883168.5164764235
-898553.2739401275,-3884354.1385594583
-898732.4382597945,-3883407.457721839
-899045.8214319404,-3882987.6990715917
-895282.1966917681,-3888621.10707752
-900432.6098584104,-3882129.056550586
-900361.0878419452,-3881777.268776374
-899825.2439232535,-3881957.944807618
-898251.3992249313,-3882458.4301932077
-900703.8454118356,-3881894.2711571874
-899077.5936340716,-3883091.9610703615
-897655.9077078425,-3889691.8080552216
-898828.757164374,-3882281.673557716
-897781.7566561667,-3883315.7951186444
-900369.5027177791,-3883499.2414460857
-896399.2277342388,-3882692.5588719943
-900047.2718315496,-3883756.5592570626
-899955.403137767,-3884456.461513194
-904538.5728562825,-3883157.797298042
-897834.4815523081,-3884590.4804288107
-899277.9524655514,-3883369.4830327067
-898403.1761145261,-3884242.09675945
-898344.4395506522,-3885026.629569873
-897858.6551444757,-3885145.1837537326
-905780.4988428941,-3883772.2809071466
-905518.880570618,-3888221.6774934963
-898195.859645902,-3884789.6669160696
-906024.8776213056,-3883904.1945518125
-899953.2502787894,-3883312.0083759236
-897819.0554244395,-3883221.897819705
-898096.2415990945,-3883378.267462667
-893882.150774909,-3884213.291588162
-898145.6291595827,-3884663.218952978
-898050.4951985372,-3883193.898096237
-899500.1970883386,-3883859.6252367957
-898551.0802756922,-3882163.8544058655
-899454.4574222807,-3883203.0658862805
-905654.0366542018,-3888058.9355880986
-898598.2523343683,-3882916.196646317
-899543.364319997,-3885124.3677216647
-905034.6269762893,-3883445.929330143
-901338.1486597712,-3884706.1102759773
-897967.8562340756,-3884424.1045921384
-899316.2515391255,-3882977.2552917753
-897965.8469809429,-3884419.0467036422
-903759.7394665513,-3883030.70755734
-899658.8281871504,-3885063.3639940643
-899993.5290553785,-3884791.844856182
-895681.0841283728,-3882482.9464788036
-898650.1551262147,-3883189.6817638646
-898800.1090369415,-3882737.4653326287
-899583.7815719518,-3882922.3174362057
-907051.526460458,-3884515.602022763
-905596.3514486742,-3886982.624835625
-898078.0035661716,-3884069.833733586
-905273.5670089324,-3883538.8810378616
-905401.8378662744,-3887885.031471533
-899408.6655284773,-3882764.9717872296
-898566.2957928474,-3884372.4805534077
-898287.6269209292,-3885162.68179586
-899455.8152619291,-3883119.8281650846
-898583.9092202574,-3882995.568340199
-905324.0705551689,-3887728.209426125
-900255.2480111787,-3884510.1234848616
-899638.8231545867,-3883119.0887060226
-899957.1850901047,-3883292.208551981
-899481.9598487726,-3885154.058851103
-897902.8403141152,-3885409.9051947338
-899766.077044139,-3882849.8974481877
-898897.8718730456,-3883051.7593512586
-895565.7236489826,-3882708.0686741653
-898319.483892202,-3885005.4817119716
-899240.2137078483,-3883415.962435741
-899435.263823292,-3883834.0829736884
-899428.5381751256,-3881953.8607476326
-898326.9215020657,-3884140.2868763697
-896354.9367804326,-3882666.4752971744
-899220.5984697607,-3883440.5268831067
-905087.8496271728,-3883457.0612406516
-899762.1067766487,-3882616.783218183
-898867.4191234687,-3883021.42427249
-899014.4707083342,-3883015.7194604217
-898456.6774150073,-3885092.7801088854
-899695.5153555867,-3884657.7626616433
-898309.8889686336,-3884377.9942040667
-906894.760264212,-3884438.4366765977
-898449.1745891965,-3883179.4945612224
-893946.3140212711,-3883919.7637304123
-899935.0925500399,-3884460.3079916574
-900287.3464032336,-3884274.962069297
-905518.117534655,-3886874.7061147536
-897811.7700569923,-3883222.2876130235
-899666.3394957943,-3882791.05907985
-904839.1656350108,-3883333.8676448
-900075.06977005,-3881921.4104541736
-898747.4599926654,-3884163.040421368
-905290.3364986762,-3887808.476910059
-900147.8815050815,-3884033.2529961546
-898360.981121941,-3883304.299898796
-899136.2882316024,-3883865.0231344523
-898065.9366545411,-3884315.5041650403
-898149.2551773798,-3884975.243114328
-900040.1859153099,-3881931.5526383123
-898253.0661264281,-3884194.134098918
-899239.6784563895,-3883415.392193865
-898865.3165582912,-3882239.0796520133
-899372.3493612004,-3883811.579360803
-900300.9463050668,-3884672.8742201407
-900262.0729991116,-3882970.9087267183
-896978.3287943759,-3886862.231049085
-899462.0968256915,-3883114.378694946
-899399.5474596232,-3883207.8634377904
-899871.7693744786,-3885152.977013085
-898417.1630314764,-3884216.6900758804
-899218.1424735058,-3883448.210030819
-900091.911673566,-3884265.2448603036
-897843.1718881399,-3885224.2444577725
-898695.5480501142,-3882684.619380787
-898470.5850252032,-3885018.1639796044
-898340.5119710035,-3885155.857638608
-898750.2738425583,-3883398.3922098074
-905220.9063838061,-3883501.032411037
-905907.2119432571,-3889819.0579041173
-899716.4429362961,-3884667.119917085
-898629.7905476503,-3883203.2440306377
-907272.374333417,-3887081.851726563
-900006.3703910195,-3883924.5804210296
-905577.717978331,-3888460.2954851906
-898405.5985350368,-3885091.5246644528
-905342.1275328493,-3887806.709332559
-899730.5276644699,-3884714.069406736
-906493.7784111003,-3889639.7066683834
-898861.4567656657,-3883731.4843599508
-898431.6074420089,-3885019.963335246
-904982.0026860263,-3887817.393811326
-898074.1702467027,-3884947.6343617863
-899547.299829243,-3884705.9177768733
-898430.8357444744,-3884278.4123752085
-899415.0211865703,-3881962.409610972
-905320.6054966805,-3883563.185827146
-898742.7275825897,-3882592.9467041483
-898465.5165567495,-3883976.1415663892
-905819.2269522388,-3889532.9776687864
-899234.4892256322,-3883073.8191073188
-899859.7393304021,-3885152.6427229405
-905458.0414851345,-3888086.232307937
-899163.16235841,-3885076.854947011
-895695.7213686974,-3882465.060154835
-898771.2603679909,-3883006.764694633
-899400.164068263,-3883411.4795469763
-907544.2159631762,-3884727.7732674005
-907539.2601834922,-3888953.05110565
-905500.0593037256,-3886854.3143871655
-899161.1343841503,-3883231.3573177923
-896393.7945592747,-3882675.302928135
-896920.4633694986,-3886984.4010997936
-898842.4576836078,-3883882.8601479847
-899364.6311640377,-3883722.6846124465
-897805.7972564774,-3885174.595620889
-899082.3828615466,-3883653.736141099
-898142.187736059,-3885421.7034259387
-899047.8182671944,-3882117.7288951837
-897919.1165078185,-3883932.747395173
-900293.4058055215,-3881863.6417735745
-898055.3705134869,-3882648.3789152303
-897223.5953046201,-3889708.7471350254
-900425.6196030342,-3881808.687622323
-895574.7969068162,-3882696.084552485
-898922.8063141652,-3883159.87134482
-899596.4025539806,-3886689.512069405
-897827.4818797733,-3883219.6048428263
-905523.852785699,-3888166.085400674
-899951.4757505265,-3883501.695973737
-899505.6390728604,-3883344.6680235704
-900073.6914557938,-3883977.422363413
-905779.6992681238,-3889559.010063462
-899412.8405035607,-3883190.758199629
-905281.4177477256,-3887958.488845342
-899973.9011333119,-3884448.580306455
-898542.2169716341,-3884840.739493277
-898782.2366978008,-3883219.8600293975
-899196.9478375474,-3883497.7482417384
-899266.4823289828,-3883384.017772882
-905120.5778281771,-3888133.7408606294
-907484.6184635126,-3884701.0565682435
-899719.4553478718,-3881970.2914364333
-907484.7148139852,-3888913.379164364
-906227.2781260249,-3884000.6714606313
-905814.981589071,-3883800.48185815
-899613.2949629719,-3885107.223850704
-899141.9312202679,-3885052.5228585806
-905119.7082271661,-3883503.2587868515
-905819.8483248762,-3889681.7606258937
-898421.3285432366,-3884363.705778086
-906113.8962713911,-3883956.1435996927
-904959.4388250528,-3887765.0553161926
-897955.3059294821,-3882306.6305213133
-898507.0091979104,-3885012.495647506
-898307.4711465221,-3883706.235852133
-899753.399945059,-3883009.2600086727
-904826.6096255403,-3883305.852260624
-897759.015072696,-3883288.259787383
-898079.0985167397,-3883328.3180591604
-898503.16115988,-3883130.660566255
-898318.8848824659,-3883367.095226358
-899552.000360304,-3882991.4600808034
-900438.0684462248,-3883980.800409612
-898555.0165903411,-3884367.0983576546
-900144.4584926903,-3884078.3655738216
-900392.162120651,-3883486.546121277
-897789.5116929765,-3885179.5691401167
-895841.5269294743,-3882493.2110195383
-900206.6045848625,-3884351.2619897
-900321.4729881466,-3883542.857496414
-898281.2491644566,-3883292.913119165
-899457.7871522917,-3883117.658909329
-900192.8885886649,-3883038.3834382915
-898824.1058546846,-3883177.641773011
-898675.2925475852,-3883814.876510925
-899382.3470138253,-3885154.608490246
-899762.0922784929,-3884202.1303159245
-899016.9343875641,-3882202.4086503494
-896968.6418427777,-3886916.687353497
-898131.7572040838,-3884368.312764912
-897975.851166191,-3883300.5477662715
-898357.0931410308,-3883312.01676583
-897924.2263342196,-3883416.6999371825
-898899.9695603136,-3884198.9341194127
-905568.2315173355,-3888132.3231436256
-900316.9409332139,-3881864.0934374747
-900239.3020305638,-3881920.175325048
-898514.666489448,-3883360.700534799
-898931.633553258,-3882845.2385830004
-899650.1022367836,-3883097.9350470915
-900506.9886296119,-3882048.594516942
-907111.812693892,-3884553.288483319
-899873.808006418,-3884825.674496311
-897928.3203787248,-3883359.0183477406
-899883.7227321208,-3884553.12667401
-904130.0396887928,-3883126.627842386
-898543.8001566731,-3883846.148908148
-899061.0376289252,-3884322.2747975574
-898541.6682124818,-3883324.4125267826
-899239.0426863794,-3883414.7547462108
-897667.85089352,-3885331.4758981094
-905197.5486395729,-3888004.963721067
-906592.9251512137,-3888420.180316732
-898545.3415708191,-3884824.5980250854
-905532.5716475605,-3888075.890048827
-898572.9320737135,-3882940.6079071094
-898731.3247964014,-3883405.04062828
-898388.0773016975,-3884982.4023399814
-899214.5258414936,-3884350.774470317
-905814.3340675965,-3889640.260764803
-900038.2772041828,-3884930.560369095
